StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
H4399;מְלָאכָה;mᵉlâʼkâh;properly," deputyship"," i.e. ministry"," generally"," employment (never servile) or work (abstractly or concretely)"," also property (as the result of labor);megbízatás"," szolgálat"," munka"," foglalkozás"," birtok (munkából szerzett)"
H4400;מַלְאֲכוּת;malʼăkûwth;a message;üzenet," küldetés"," megbízatás"
H4401;מַלְאָכִי;Malʼâkîy;Malaki," a prophet;Malaki"," próféta."
H4402;מִלֵּאת;millêʼth;fulness," i.e. (concretely) a plump socket (of the eye);teljesség"," teltség"," (konkrétan) a szemüreg teltsége."
H4403;מַלְבּוּשׁ;malbûwsh;a garment," or (collectively) clothing;ruha"," öltözet"," ruházat"
H4404;מַלְבֵּן;malbên;a brickkiln;téglaégető
H4405;מִלָּה;millâh;a word," collectively"," a discourse"," figuratively"," a topic;szó"," beszédet"," vitatkozást"," tárgyat"," dolgot."
H4406;מִלָּה;millâh;a word," command"," discourse"," or subject;szó"," parancs"," beszéd"," ügy"," beszélgetés tárgya."
H4407;מִלּוֹא;millôwʼ;a rampart (as filled in)," i.e. the citadel;erődítmény"," várfal"," felhúzott védőfal"
H4408;מַלּוּחַ;mallûwach;sea-purslain (from its saltness);tengeri sóvirág (sós íze után)
H4409;מַלּוּךְ;Mallûwk;Malluk," the name of five Israelites;Malluk"," öt izraelita neve."
H4410;מְלוּכָה;mᵉlûwkâh;something ruled," i.e. a realm;uralkodás"," birodalom"," királyság"
H4411;מָלוֹן;mâlôwn;a lodgment," i.e. caravanserai or encampment;szálláshely"," karavánszálló vagy táborhely."
H4412;מְלוּנָה;mᵉlûwnâh;a hut," a hammock;kunyhó"," függőágy"
H4413;מַלּוֹתִי;Mallôwthîy;Mallothi," an Israelite;Mallóti"," egy Izraelita."
H4414;מָלַח;mâlach;properly," to rub to pieces or pulverize"," intransitively"," to disappear as dust"," to salt whether internally (to season with salt) or externally (to rub with salt);megszórni sóval"," sózni"," porrá zúzni"," elporladni"," elenyészni."
H4415;מְלַח;mᵉlach;to eat salt," i.e. (generally) subsist;enni sót"," azaz (általában) megélhetni"
H4416;מְלַח;mᵉlach;salt;só
H4417;מֶלַח;melach;properly," powder"," i.e. (specifically) salt (as easily pulverized and dissolved);só"
H4418;מָלָח;mâlâch;a rag or old garment;rongy," elhasználódott ruha"," szakadt köpeny."
H4419;מַלָּח;mallâch;a sailor (as following 'the salt');tengerész," hajós (a só nyomában járó)"
H4420;מְלֵחָה;mᵉlêchâh;properly," salted (i.e. land)"," i.e. a desert;sós föld"," pusztaság"," sivatag."
H4421;מִלְחָמָה;milchâmâh;a battle (i.e. the engagement)," generally"," war (i.e. warfare);csata"," harc"," háború"
H4422;מָלַט;mâlaṭ;properly," to be smooth"," i.e. (by implication) to escape (as if by slipperiness)"," causatively"," to release or rescue"," specifically"," to bring forth young"," emit sparks;szabadulni"," kimenekülni"," megszabadítani"," megmenteni"," szülni"," lángot vetni."
H4423;מֶלֶט;meleṭ;cement (from its plastic smoothness);mázolás," ragasztóanyag"," kötőanyag (simaságánál fogva)"
H4424;מְלַטְיָה;Mᵉlaṭyâh;Melatjah," a Gibeonite;Melatja"," a gibeoni."
H4425;מְלִילָה;mᵉlîylâh;a head of grain (as cut off);szemtermés," levágott gabonaszem"," kalász"
H4426;מְלִיצָה;mᵉlîytsâh;an aphorism," also a satire;szólás"," közmondás"," gúny"," éles beszéd."
H4427;מָלַךְ;mâlak;to reign," inceptively"," to ascend the throne"," causatively"," to induct into royalty"," hence (by implication) to take counsel;uralkodni"," trónra lépni"," királlyá koronázni"," tanácsot adni."
H4428;מֶלֶךְ;melek;a king;király
H4429;מֶלֶךְ;Melek;Melek," the name of two Israelites;király"," két izraelita név"
H4430;מֶלֶךְ;melek;a king;király
H4431;מְלַךְ;mᵉlak;advice;tanács," bölcsesség"," eljárás"," törvény."
H4432;מֹלֶךְ;Môlek;Molek (i.e. king)," the chief deity of the Ammonites;Molek (az ammoniták főistenének neve)"," király."
H4433;מַלְכָּא;malkâʼ;a queen;királyné
H4434;מַלְכֹּדֶת;malkôdeth;a snare;csapda," fogás"," háló"," rács"," tőrgyík (állati csapda)"
H4435;מִלְכָּה;Milkâh;Milcah," the name of a Hebrewess and of an Israelite;Milka"," egy héber és egy izraelita nő neve."
H4436;מַלְכָּה;malkâh;a queen;királyné
H4437;מַלְכוּ;malkûw;dominion (abstractly or concretely);uralkodás," királyság"," hatalom"," birodalom"
H4438;מַלְכוּת;malkûwth;a rule," concretely"," a dominion;uralkodás"," királyság"," hatalom"," birodalom."
H4439;מַלְכִּיאֵל;Malkîyʼêl;Malkiel," an Israelite;Melkisédek"," egy Izraelita."
H4440;מַלְכִּיאֵלִי;Malkîyʼêlîy;a Malkielite or descendant of Malkiel;Melkisédeki vagy Melkisédek fia," Melkisédek sarja."
H4441;מַלְכִּיָּה;Malkîyâh;Malkijah," the name of ten Israelites;Melkija"," tíz izraelita neve."
H4442;מַלְכִּי־צֶדֶק;Malkîy-Tsedeq;Malki-Tsedek," an early king in Palestine;Melkisédek"," egy korai király Palesztinában."
H4443;מַלְכִּירָם;Malkîyrâm;Malkiram," an Israelite;Melkirámnak mondott izraelita."
H4444;מַלְכִּישׁוּעַ;Malkîyshûwaʻ;Malkishua," an Israelite;Melkiséus"," egy Izraelita."
H4445;מַלְכָּם;Malkâm;Malcam or Milcom," the national idol of the Ammonites;Malcám vagy Milkóm"," az ammoniták nemzeti bálványa."
H4446;מְלֶכֶת;mᵉleketh;a queen;királynő
H4447;מֹלֶכֶת;Môleketh;Moleketh," an Israelitess;Moleket"," egy izraelita nő."
H4448;מָלַל;mâlal;to speak (mostly poetical) or say;szól," mond (leginkább költői értelemben)"
H4449;מְלַל;mᵉlal;to speak;beszélni," szólani"," mondani"
H4450;מִלֲלַי;Milălay;Milalai," an Israelite;Milalai"," egy Izraelita."
H4451;מַלְמָד;malmâd;a goad for oxen;ökörszúró bot," ökrök hajszolására való bot"
H4452;מָלַץ;mâlats;to be smooth," i.e. (figuratively) pleasant;simogatni"," kedves lenni"," édes lenni"
H4453;מֶלְצָר;meltsâr;the butler or other officer in the Babylonian court;kormányzó," főtisztviselő a babilóniai udvarban"
H4454;מָלַק;mâlaq;to crack a joint," by implication"," to wring the neck of afowl (without separating it);csontropogtatni"," nyakszorítani (madárnak"," anélkül"," hogy elválasztaná)"
H4455;מַלְקוֹחַ;malqôwach;transitively (in dual) the jaws (as taking food)," intransitively"," spoil (and captives) (as taken);átmenetileg (kettősben) az állkapocs (étel vétele közben)"," átmenetileg zsákmány (és foglyok) (elveszve)"
H4456;מַלְקוֹשׁ;malqôwsh;the spring rain," figuratively"," eloquence;tavaszi eső"," átvitt értelemben: szép beszéd"," ékesszólás"
H4457;מֶלְקָח;melqâch;(only in dual) tweezers;csipesz (csak kettős számban)
H4458;מֶלְתָּחָה;meltâchâh;a wardrobe (i.e. room where clothing is spread);ruhafogas," ruhatár"," ahol a ruhákat terítik"," szekrény"
H4459;מַלְתָּעָה;maltâʻâh;a grinder," i.e. back tooth;őrlőfog"," vagyis hátfog"
H4460;מַמְּגֻרָה;mammᵉgurâh;a granary;raktár," gabonásraktár"," éléskamra"
H4461;מֵמַד;mêmad;a measure;mérték," mértéklet"," méret"," határolás"
H4462;מְמוּכָן;Mᵉmûwkân;Memucan or Momucan," a Persian satrap;Memukán"," egy perzsa tartományurat"," kormányzót."
H4463;מָמוֹת;mâmôwth;a mortal disease," concretely"," a corpse;halálos betegség"," konkrétan: holttest"
H4464;מַמְזֵר;mamzêr;a mongrel," i.e. born of aJewish father and aheathen mother;illegitim gyermek"," aki zsidó apától és pogány anyától született."
H4465;מִמְכָּר;mimkâr;merchandise," abstractly"," a selling;eladás"," áru"," kereskedelmi cikk"
H4466;מִמְכֶּרֶת;mimkereth;a sale;eladás," árúfeltétel"," vételi ár"
H4467;מַמְלָכָה;mamlâkâh;dominion," i.e. (abstractly) the estate (rule) or (concretely) the country (realm);uralkodás"," birodalom"," ország"," királyság."
H4468;מַמְלָכוּת;mamlâkûwth;{dominion," i.e. (abstractly) the estate (rule) or (concretely) the country (realm)};uralkodás"," birodalom"," ország"," királyság."
H4469;מַמְסָךְ;mamçâk;mixture," i.e. (specifically) wine mixed (with water or spices);keverék"," különösen kevert bor (vízzel vagy fűszerekkel)"
H4470;מֶמֶר;memer;sorrow;szomorúság," bánat"," keserűség."
H4471;מַמְרֵא;Mamrêʼ;Mamre," an Amorite;Mamré"," egy amorita."
H4472;מַמְרֹר;mamrôr;a bitterness," i.e. (figuratively) calamity;keserűség"," vagy (átvitt értelemben) csapás"," szerencsétlenség."
H4473;מִמְשַׁח;mimshach;outspread (i.e. with outstretched wings);kinyújtott," kiterjesztett (szárnyakkal)"
H4474;מִמְשָׁל;mimshâl;a ruler or (abstractly) rule;uralkodó," hatalmasság"," uralom"," kormányzat"
H4475;מֶמְשָׁלָה;memshâlâh;rule," also (concretely in plural) a realm or a ruler;uralkodás"," hatalom"," birodalom"," uralkodó"
H4476;מִמְשָׁק;mimshâq;a possession;birtok," tulajdon"," vagyon"
H4477;מַמְתַּק;mamtaq;something sweet (literally or figuratively);valami édes (szó szerint vagy átvitt értelemben)
H4478;מָן;mân;literally a whatness (so to speak)," i.e. manna (so called from the question about it);manna (az a kérdésre utaló „mi az?”-ból származó név)"
H4479;מָן;mân;who or what (properly," interrogatively"," hence"," also indefinitely and relatively);ki vagy"," mi vagy (megkérdőzően"," illetve határozatlanul és vonatkozóan)"
H4480;מִן;min;properly," a part of"," hence (prepositionally)"," from or out of in many senses;valamiből"," -tól"," -nál"," -on keresztül"," -ból"," -ként"," -nak megfelelően"
H4481;מִן;min;{properly," a part of"," hence (prepositionally)"," from or out of};valamiből"," -tól"," -nál"," -ból"
H4482;מֵן;mên;a musical chord (as parted into strings);zenehang," húros hangszeren pengetett hang."
H4483;מְנָא;mᵉnâʼ;to count," appoint;számolni"," meghatározni"," kijelölni."
H4484;מְנֵא;mᵉnêʼ;numbered;számolt," megszámlált"," számláltatott."
H4485;מַנְגִּינָה;mangîynâh;a satire;gúnydal," énekes gúny"," gúnyos ének"
H4486;מַנְדַּע;mandaʻ;wisdom or intelligence;bölcsesség vagy értelem.
H4487;מָנָה;mânâh;properly," to weigh out"," by implication"," to allot or constitute officially"," also to enumerate or enroll;kimérni"," mélyíteni"," számlálni"," kijelölni"," alkotmányozni"
H4488;מָנֶה;mâneh;properly," a fixed weight or measured amount"," i.e. (techn.) a maneh or mina;egy meghatározott súly vagy mért mennyiség"," különösen a mané vagy mínának nevezett pénz- vagy súlyegység."
H4489;מֹנֶה;môneh;properly," something weighed out"," i.e. (figuratively) a portion of time"," i.e. an instance;időszak"," alkalom"," pillanat"
H4490;מָנָה;mânâh;properly," something weighed out"," i.e. (generally) a division"," specifically (of food) a ration"," also a lot;adag"," mért adag"," sors"," részesedés"," kijuttatás"
H4491;מִנְהָג;minhâg;the driving (of a chariot);a szekér hajtása," vezetés"," kormányzás"
H4492;מִנְהָרָה;minhârâh;properly," a channel or fissure"," i.e. (by implication) a cavern;barlang"," mélyedés"," hasadék"
H4493;מָנוֹד;mânôwd;a nodding or toss (of the head in derision);fejbólogatás," gúnyos fejrázás"
H4494;מָנוֹחַ;mânôwach;quiet," i.e. (concretely) a settled spot"," or (figuratively) a home;nyugalom"," hely"," lakóhely"," otthon."
H4495;מָנוֹחַ;Mânôwach;Manoach," an Israelite;Manoách"," egy Izraelita."
H4496;מְנוּחָה;mᵉnûwchâh;repose or (adverbially) peacefully," figuratively"," consolation (specifically"," matrimony)"," hence (concretely) an abode;nyugalom"," békesség"," pihenés"," vigasztalás (különösen házasság)"," lakóhely."
H4497;מָנוֹן;mânôwn;a continuator," i.e. heir;utód"," örökös"
H4498;מָנוֹס;mânôwç;a retreat (literally or figuratively)," abstractly"," a fleeing;menedék"," futás"," száműzetés"," elmenekülés"
H4499;מְנוּסָה;mᵉnûwçâh;retreat;menekülés," visszavonulás"," futás"
H4500;מָנוֹר;mânôwr;a yoke (properly," for plowing)"," i.e. the frame of aloom;igák"," szerszám"," melyet a szövőállványhoz rögzítenek"
H4501;מְנוֹרָה;mᵉnôwrâh;a chandelier;menóra," gyertyatartó"," lámpatartó"
H4502;מִנְּזָר;minnᵉzâr;a prince;fejedelem," herceg"
H4503;מִנְחָה;minchâh;a donation," euphemistically"," tribute"," specifically a sacrificial offering (usually bloodless and voluntary);ajándék"," adomány"," áldozat (általában vér nélküli"," önkéntes)"
H4504;מִנְחָה;minchâh;a sacrificial offering;áldozat," ajándék"," felajánás"
H4505;מְנַחֵם;Mᵉnachêm;Menachem," an Israelite;Menáhem"," egy Izraelita."
H4506;מָנַחַת;Mânachath;Manachath," the name of an Edomite and of a place in Moab;Manahát"," egy edómi név és egy hely neve Moábban."
H4507;מְנִי;Mᵉnîy;the Apportioner," i.e. Fate (as an idol);sors"," végzet (mint bálvány)"
H4508;מִנִּי;Minnîy;Minni," an Armenian province;Minni"," egy örmény tartomány."
H4509;מִנְיָמִין;Minyâmîyn;Minjamin," the name of two Israelites;Minjámin"," két izraelita neve."
H4510;מִנְיָן;minyân;enumeration;számlálás," felsorolás"," összeírás."
H4511;מִנִּית;Minnîyth;Minnith," a place East of the Jordan;Minnit"," egy hely a Jordánon túl."
H4512;מִנְלֶה;minleh;completion," i.e. (in produce) wealth;teljesség"," gazdagság (termésben)"
H4513;מָנַע;mânaʻ;to debar (negatively or positively) from benefit or injury;megfosztani," elzárni"," megtagadni"," vagy megvédeni"," óvni valakit valamitől."
H4514;מַנְעוּל;manʻûwl;a bolt;zár," retesz"
H4515;מִנְעָל;minʻâl;a bolt;zárat," reteszt"
H4516;מַנְעַם;manʻam;a delicacy;finomság," kedvesség"," édesség"," gyönyörűség"
H4517;מְנַעְנַע;mᵉnaʻnaʻ;a sistrum (so called from its rattling sound);csörgőbab," vagy csörgőhangszer"
H4518;מְנַקִּית;mᵉnaqqîyth;a sacrificial basin (for holding blood);áldozati mosdómedence (az áldozati vér fogadására szolgáló)
H4519;מְנַשֶּׁה;Mᵉnashsheh;Menashsheh," a grandson of Jacob"," also the tribe descended from him"," and its territory;Manassé"," Jákób unokája"," továbbá tőle származó törzs és annak területe."
H4520;מְנַשִּׁי;Mᵉnashshîy;a Menashshite or descendant of Menashsheh;Manasséi," Manassé fia"," vagy Manassé leszármazottja."
H4521;מְנָת;mᵉnâth;an allotment (by courtesy," law or providence);osztályrész"," kijelölés"," adomány"," sors"," részesedés"
H4522;מַס;maç;properly," a burden (as causing to faint)"," i.e. a tax in the form of forced labor;terhelés"," adó"," munkaszolgálat"
H4523;מָס;mâç;fainting," i.e. (figuratively) disconsolate;gyász"," elkeseredés"," levertség"
H4524;מֵסַב;mêçab;a divan (as enclosing the room)," abstractly (adverbial) around;ágyas"," körül"
H4525;מַסְגֵּר;maçgêr;a fastener," i.e. (of a person) a smith"," (of a thing) a prison;kovács"," vagy rács"," börtön"
H4526;מִסְגֶּרֶת;miçgereth;something enclosing," i.e. a margin (of a region"," of a panel)"," concretely"," a stronghold;kerítés"," határoló vonal"," védvonal"," erődítmény"
H4527;מַסַּד;maççad;a foundation;alap," fundamentum"," talapzat"
H4528;מִסְדְּרוֹן;miçdᵉrôwn;a colonnade or internal portico (from its rows of pillars);oszlopcsarnok," oszlopos folyosó"
H4529;מָסָה;mâçâh;to dissolve;feloldódni," megolvadni"," elszállni"," véget érni."
H4530;מִסָּה;miççâh;abundance," i.e. (adverbially) liberally;bőség"," bőven"," nagyságban"
H4531;מַסָּה;maççâh;a testing," of men (judicial) or of God (querulous);próbálkozás"," vizsgálat (emberekkel szemben"," jogi értelemben)"," vagy Isten ellen való kérlelhetetlen panaszkodás."
H4532;מַסָּה;Maççâh;Massah," a place in the Desert;Massza"," egy hely a pusztában."
H4533;מַסְוֶה;maçveh;a veil;fátyol
H4534;מְסוּכָה;mᵉçûwkâh;a hedge;sövénység," védőfal"," gát"
H4535;מַסָּח;maççâch;a cordon," (adverbially) or (as a) military barrier;kordon"," védőfal"," ostromfal"," vagy (határozószóként) védővonal."
H4536;מִסְחָר;miçchâr;trade;kereskedelem," üzlet"," vásár"
H4537;מָסַךְ;mâçak;to mix," especially wine (with spices);keverni"," különösen bort (fűszerekkel)"
H4538;מֶסֶךְ;meçek;a mixture," i.e. of wine with spices;fűszerrel kevert bor"," keverék"
H4539;מָסָךְ;mâçâk;a cover," i.e. veil;fedél"," lepel"," fátyol"
H4540;מְסֻכָּה;mᵉçukkâh;a covering," i.e. garniture;fedezék"," díszítés"," borítás"
H4541;מַסֵּכָה;maççêkâh;properly," a pouring over"," i.e. fusion of metal (especially a cast image)"," by implication"," a libation"," i.e. league"," concretely a coverlet (as if poured out);öntvény"," öntés"," áldozat"," szövetség"," fedél"," takaró."
H4542;מִסְכֵּן;miçkên;indigent;szegény," rászorult"," elszegényedett."
H4543;מִסְכְּנָה;miçkᵉnâh;a magazine;raktár," tárolóhely"," gabonásraktár"
H4544;מִסְכֵּנֻת;miçkênuth;indigence;szegénység," nyomorúság"," szűkölködés"
H4545;מַסֶּכֶת;maççeketh;something expanded," i.e. the warp in aloom (as stretched out to receive the woof);szövés"," fonás"," állvány (szövőállvány)"
H4546;מְסִלָּה;mᵉçillâh;a thoroughfare (as turnpiked)," literally or figuratively"," specifically a viaduct"," a staircase;út"," járókelő út"," kövezet"," lépcső"," híd"," magasút."
H4547;מַסְלוּל;maçlûwl;a thoroughfare (as turnpiked);járványút," kövezett út"," királyi út"
H4548;מַסְמֵר;maçmêr;a peg (as bristling from the surface);tüske," cövek"," rögzítőszeg"
H4549;מָסַס;mâçaç;to liquefy," figuratively"," to waste (with disease)"," to faint (with fatigue"," fear or grief);olvadni"," (átv.) elenyészni (betegségtől)"," elgyengülni (fáradtságtól"," félelemtől vagy bánattól)"
H4550;מַסַּע;maççaʻ;a departure (from striking the tents)," i.e. march (not necessarily a single day's travel)"," by implication"," a station (or point of departure);menet"," táborozás"," indulás"," menetelési szakasz"," kiindulópont."
H4551;מַסָּע;maççâʻ;a missile (spear or arrow)," also a quarry (whence stones are"," as it were"," ejected);íj"," nyíl"," vagy kőbánya"," ahonnan köveket bányásznak."
H4552;מִסְעָד;miçʻâd;a balustrade (for stairs);korlát (lépcsőhöz)
H4553;מִסְפֵּד;miçpêd;a lamentation;gyászének," siratóének"," panaszének"
H4554;מִסְפּוֹא;miçpôwʼ;fodder;takarmány
H4555;מִסְפָּחָה;miçpâchâh;a veil (as spread out);vel," lepel"," fátyol (terített"," kiterített)"
H4556;מִסְפַּחַת;miçpachath;scruf (as spreading over the surface);valami," ami a felszínre terjedő"," pelyheszerű lerakódás"," rozsda vagy moha."
H4557;מִסְפָּר;miçpâr;a number," definite (arithmetical) or indefinite (large"," innumerable"," small"," a few)"," also (abstractly) narration;szám"," meghatározott (számítógépészeti) vagy határozatlan (nagy"," számtalan"," kicsiny"," kevés)"," továbbá (elvonva) elbeszélés."
H4558;מִסְפָּר;Miçpâr;Mispar," an Israelite;izraelita férfiúnév"," számlálás"," összeírás"," szám."
H4559;מִסְפֶּרֶת;Miçpereth;Mispereth," an Israelite;Misperet"," egy Izraelita."
H4560;מָסַר;mâçar;to sunder," i.e. (transitively) set apart"," or (reflex.) apostatize;szétválasztani"," elválasztani"," eltérni"," megváltozni"," elpártolni."
H4561;מֹסָר;môçâr;admonition;intés," feddés"," tanács"," figyelmeztetés."
H4562;מָסֹרֶת;mâçôreth;a band;szalag," kötelék"," zsinór"
H4563;מִסְתּוֹר;miçtôwr;a refuge;menedék," rejtekhely"," buvóhely"
H4564;מַסְתֵּר;maçtêr;properly," a hider"," i.e. (abstractly) a hiding"," i.e. aversion;rejtekező hely"," elrejtés"," elfordulás"," undor."
H4565;מִסְתָּר;miçtâr;properly," a concealer"," i.e. a covert;rejtekező hely"," fedezék"," búvóhely."
H4566;מַעְבָּד;maʻbâd;an act;valami cselekedet," tett"," munka"
H4567;מַעְבָד;maʻbâd;an act;valami cselekedet," tett"," munka"
H4568;מַעֲבֶה;maʻăbeh;properly," compact (part of soil)"," i.e. loam;tömör föld"," agyagos talaj"
H4569;מַעֲבָר;maʻăbâr;a crossing-place (of a river," a ford"," of a mountain"," a pass)"," abstractly"," a transit"," i.e. (figuratively) overwhelming;""átkelőhely"," gázló"," hágó; (absztrakt értelemben) átmenet"," átjárás"," nyomasztó erő."""
H4570;מַעְגָּל;maʻgâl;a track (literally or figuratively)," also a rampart (as circular);pálya"," körtörés"," körülzárás"," védőfal"
H4571;מָעַד;mâʻad;to waver;megingadozni," megbotlani"," elbukni"," bizonytalankodni."
H4572;מַעֲדַי;Maʻăday;Maadai," an Israelite;Maadai"," egy Izraelita."
H4573;מַעֲדְיָה;Maʻădyâh;Maadjah," an Israelite;Maádjá"," egy Izraelita."
H4574;מַעֲדָן;maʻădân;a delicacy or (abstractly) pleasure (adverbially," cheerfully);finomság"," kedvesség"," öröm (melléknévként: kedves"," édes)"
H4575;מַעֲדַנָּה;maʻădannâh;a bond," i.e. group;kötelék"," csoport"," kötelék"," társaság"
H4576;מַעְדֵּר;maʻdêr;a (weeding) hoe;gereblye," kapálásához való eszköz"
H4577;מְעָה;mᵉʻâh;only in plural the bowels;csak többes számban: belek," bélrendszer"
H4578;מֵעֶה;mêʻeh;used only in plural the intestines," or (collectively) the abdomen"," figuratively"," sympathy"," by implication"," a vest"," by extension the stomach"," the uterus (or of men"," the seat of generation)"," the heart (figuratively);csak többes számban használják: a belek"," vagy (összefoglalóan) a has"," átvitt értelemben: együttérzés"," következtetésként: mellény"," kiterjesztésként: gyomor"," méh (vagy férfiaknál"," a nemzés helye)"," szív (átvitt értelemben)"
H4579;מֵעָה;mêʻâh;the belly," i.e. (figuratively) interior;has"," méh"," belső rész"," gyomortájék"
H4580;מָעוֹג;mâʻôwg;a cake of bread," parasite;torta"," vagy: parazita"," rabló"
H4581;מָעוֹז;mâʻôwz;a fortified place," figuratively"," a defence;erődítmény"," védelmező hely"," képletesen: védelem"," menedék"
H4582;מָעוֹךְ;Mâʻôwk;Maok," a Philistine;maóki"," a filisteus."
H4583;מָעוֹן;mâʻôwn;an abode," of God (the Tabernacle or the Temple)"," men (their home) or animals (their lair)"," hence"," a retreat (asylum);lakóhely"," tartózkodási hely"," menedék"," szent hely"," istentemplom"," lakás"," barlang."
H4584;מָעוֹן;Mâʻôwn;Maon," the name of an Israelite and of a place in Palestine;Maon"," egy izraelita neve és egy palesztinai hely neve."
H4585;מְעוֹנָה;mᵉʻôwnâh;{an abode," of God (the Tabernacle or the Temple)"," men (their home) or animals (their lair)"," hence"," a retreat (asylum)};lakóhely"," tartózkodási hely"," menedék"," búvóhely"," Isten lakóhelye (a Sátor vagy a Templom)"," ember lakása"," állatok odúja."
H4586;מְעוּנִי;Mᵉʻûwnîy;a Meunite," or inhabitant of Maon (only in plural);meúni"," a Maon lakója (csak többes számban fordul elő)"
H4587;מְעוֹנֹתַי;Mᵉʻôwnôthay;Meonothai," an Israelite;Meonótái"," egy Izráelita."
H4588;מָעוּף;mâʻûwph;darkness;homály," sötétség"," árnyékosság"
H4589;מָעוֹר;mâʻôwr;nakedness," i.e. (in plural) the pudenda;meztelenség"," vagy (többes számban) a nemi szervek."
H4590;מַעַזְיָה;Maʻazyâh;Maazjah," the name of two Israelites;Maazjá"," két izraelita neve."
H4591;מָעַט;mâʻaṭ;properly," to pare off"," i.e. lessen"," intransitively"," to be (or causatively"," to make) small or few (or figuratively"," ineffective);kevesebb"," csökken"," elhanyagolhatóvá válni"," megritkulni"," elvékonyodni."
H4592;מְעַט;mᵉʻaṭ;a little or few (often adverbial or compar.);kevés," kicsiny"," kevesen"," egy kevés"," némely"," valamennyi."
H4593;מָעֹט;mâʻôṭ;thinned (as to the edge)," i.e. sharp;éles"," hegyes"," vékonyra csiszolt"
H4594;מַעֲטֶה;maʻăṭeh;a vestment;köpeny," ruha"," felsőruházat"
H4595;מַעֲטָפָה;maʻăṭâphâh;a cloak;köpeny," palást"
H4596;מְעִי;mᵉʻîy;a pile of rubbish (as contorted)," i.e. a ruin;rom"," omladék"," pusztulás"," romhalmaz"
H4597;מָעַי;Mâʻay;Maai," an Israelite;májai"," egy Izraelita"
H4598;מְעִיל;mᵉʻîyl;a robe (i.e. upper and outer garment);köpeny," felsőkabát"," palást"
H4599;מַעְיָן;maʻyân;a fountain (also collectively)," figuratively"," a source (of satisfaction);forrás"," kút"," szökőforrás"," (átv.) eredet"," gyökér"," kielégülés forrása."
H4600;מָעַךְ;mâʻak;to press," i.e. to pierce"," emasculate"," handle;nyomni"," átszúrni"," herélni"," megfogani"," kezelni."
H4601;מַעֲכָה;Maʻăkâh;Maakah (or Maakath)," the name of a place in Syria"," also of a Mesopotamian"," of three Israelites"," and of four Israelitesses and one Syrian woman;Maáká"," egy hely Szíriában"," továbbá egy mezopotámiai"," három izraelita"," négy izraeli nő és egy szíriai nő neve."
H4602;מַעֲכָתִי;Maʻăkâthîy;a Maakathite," or inhabitant of Maakah;maákai lakos"," vagy Maákából való személy."
H4603;מָעַל;mâʻal;properly," to cover up"," used only figuratively"," to act covertly"," i.e. treacherously;titokban cselekedni"," árulóan viselkedni."
H4604;מַעַל;maʻal;treachery," i.e. sin;hűtlenség"," árulás"," bűn."
H4605;מַעַל;maʻal;properly," the upper part"," used only adverbially with prefix upward"," above"," overhead"," from the top"," etc.;fölfelé"," felül"," fenn"," felülről"," a tetejéről"," fölött."
H4606;מֵעָל;mêʻâl;(only in plural as singular) the setting (of the sun);a nap lemenetele (egyedül többes számban)
H4607;מֹעַל;môʻal;a raising (of the hands);kézfelmagasztás," kéz emelése"
H4608;מַעֲלֶה;maʻăleh;an elevation," i.e. (concretely) acclivity or platform"," abstractly (the relation or state) a rise or (figuratively) priority;emelkedés"," följáró"," magaslat"," rang"," előny."
H4609;מַעֲלָה;maʻălâh;elevation," i.e. the act (literally"," a journey to a higher place"," figuratively"," a thought arising)"," or (concretely) the condition (literally"," a step or grademark"," figuratively"," a superiority of station)"," specifically a climactic progression (in certain Psalms);emelkedés"," felmenetel"," magaslat"," fölény"," rang"," különösen bizonyos zsoltárokban a fokozatos emelkedés."
H4610;מַעֲלֵה עַקְרַבִּים;Maʻălêh ʻAqrabbîym;Steep of Scorpions," a place in the Desert;Akárpókok emelkedője"," a sivatagban lévő hely."
H4611;מַעֲלָל;maʻălâl;an act (good or bad);cselekedet," tett (jó vagy rossz)"
H4612;מַעֲמָד;maʻămâd;(figuratively) a position;állás," helyzet"," rang"," tisztség"
H4613;מׇעֳמָד;moʻŏmâd;literally a foothold;álláspont," helyzet"," tartózkodási hely"
H4614;מַעֲמָסָה;maʻămâçâh;burdensomeness;terhelés," nehézség"," nyomasztás"
H4615;מַעֲמָק;maʻămâq;a deep;mélység," mély hely"," mélyvíz"
H4616;מַעַן;maʻan;properly," heed"," i.e. purpose"," used only adverbially"," on account of (as a motive or an aim)"," teleologically"," in order that;valóban"," igazán"," célból"," okból"," annak érdekében"," hogy"
H4617;מַעֲנֶה;maʻăneh;a reply (favorable or contradictory);válasz," felelet (kedvező vagy ellentmondásos értelemben)"
H4618;מַעֲנָה;maʻănâh;a furrow;barázda
H4619;מַעַץ;Maʻats;Maats," an Israelite;Maac"," egy Izraelita."
H4620;מַעֲצֵבָה;maʻătsêbâh;anguish;gyötrelem," szorongás"," fájdalom"
H4621;מַעֲצָד;maʻătsâd;an axe;fejsze
H4622;מַעְצוֹר;maʻtsôwr;objectively," a hindrance;akadály"," gát"," megkötés"," korlát"
H4623;מַעְצָר;maʻtsâr;subjectively," control;fogva tartás"," elzárás"," hatalom"," uralom."
H4624;מַעֲקֶה;maʻăqeh;a parapet;korlát," mellvért"," védőfal"
