StrongID;OriginalWord;Transliteration;EnglishDefinition;HungarianDefinition
H7428;רִמֹּן פֶּרֶץ;Rimmôn Perets;"Rimmon-Perets, a place in the Desert";
H7429;רָמַס;râmaç;"to tread upon (as a potter, in walking or abusively)";
H7430;רָמַשׂ;râmas;"properly, to glide swiftly, i.e. to crawl or move with short steps, by analogy to swarm";
H7431;רֶמֶשׂ;remes;"a reptile or any other rapidly moving animal";
H7432;רֶמֶת;Remeth;"Remeth, a place in Palestine";
H7433;רָמֹת גִּלעָד;Râmôth Gilʻâd;"Ramoth-Gilad, a place East of the Jordan";
H7434;רָמַת הַמִּצְפֶּה;Râmath ham-Mit-speh;"Ramath-ham-Mitspeh, a place in Palestine";
H7435;רָמָתִי;Râmâthîy;"a Ramathite or inhabitant of Ramah";
H7436;רָמָתַיִם צוֹפִים;Râmâthayim Tsôwphîym;"Ramathajim-Tsophim, a place in Palestine";
H7437;רָמַת לֶחִי;Râmath Lechîy;"Ramath-Lechi, a place in Palestine";
H7438;רֹן;rôn;"a shout (of deliverance)";
H7439;רָנָה;rânâh;"to whiz";
H7440;רִנָּה;rinnâh;"properly, a creaking (or shrill sound), i.e. shout (of joy or grief)";
H7441;רִנָּה;Rinnâh;"Rinnah, an Israelite";
H7442;רָנַן;rânan;"properly, to creak (or emit a stridulous sound), i.e. to shout (usually for joy)";
H7443;רֶנֶן;renen;"an ostrich (from its wail)";
H7444;רַנֵּן;rannên;"shouting (for joy)";
H7445;רְנָנָה;rᵉnânâh;"a shout (for joy)";
H7446;רִסָּה;Riççâh;"Rissah, a place in the Desert";
H7447;רָסִיס;râçîyç;"properly, dripping to pieces, i.e. a ruin, also a dew-drop";
H7448;רֶסֶן;reçen;"a halter (as restraining), by implication, the jaw";
H7449;רֶסֶן;Reçen;"Resen, a place in Assyrian";
H7450;רָסַס;râçaç;"to moisten (with drops)";
H7451;רַע;raʻ;"bad or (as noun) evil (natural or moral)";
H7452;רֵעַ;rêaʻ;"a crash (of thunder), noise (of war), shout (of joy)";
H7453;רֵעַ;rêaʻ;"an associate (more or less close)";
H7454;רֵעַ;rêaʻ;"a thought (as association of ideas)";
H7455;רֹעַ;rôaʻ;"badness (as marring), physically or morally";
H7456;רָעֵב;râʻêb;"to hunger";
H7457;רָעֵב;râʻêb;"hungry (more or less intensely)";
H7458;רָעָב;râʻâb;"hunger (more or less extensive)";
H7459;רְעָבוֹן;rᵉʻâbôwn;"famine";
H7460;רָעַד;râʻad;"to shudder (more or less violently)";
H7461;רַעַד;raʻad;"a shudder";
H7462;רָעָה;râʻâh;"to tend a flock, i.e. pasture it, intransitively, to graze (literally or figuratively), generally to rule, by extension, to associate with (as a friend)";
H7463;רֵעֶה;rêʻeh;"a (male) companion";
H7464;רֵעָה;rêʻâh;"a female associate";
H7465;רֹעָה;rôʻâh;"breakage";
H7466;רְעוּ;Rᵉʻûw;"Reu, a postdiluvian patriarch";
H7467;רְעוּאֵל;Rᵉʻûwʼêl;"Reuel, the name of Moses' father-in-law, also of an Edomite and an Israelite";
H7468;רְעוּת;rᵉʻûwth;"a female associate, generally an additional one";
H7469;רְעוּת;rᵉʻûwth;"a feeding upon, i.e. grasping after";
H7470;רְעוּת;rᵉʻûwth;"desire";
H7471;רְעִי;rᵉʻîy;"pasture";
H7472;רֵעִי;Rêʻîy;"Rei, an Israelite";
H7473;רֹעִי;rôʻîy;"pastoral, as noun, a shepherd";
H7474;רַעְיָה;raʻyâh;"a female associate";
H7475;רַעְיוֹן;raʻyôwn;"desire";
H7476;רַעְיוֹן;raʻyôwn;"a grasp. i.e. (figuratively) mental conception";
H7477;רָעַל;râʻal;"to reel, i.e. (figuratively) to brandish";
H7478;רַעַל;raʻal;"a reeling (from intoxication)";
H7479;רַעֲלָה;raʻălâh;"a long veil (as fluttering)";
H7480;רְעֵלָיָה;Rᵉʻêlâyâh;"Reelajah, an Israelite";
H7481;רָעַם;râʻam;"to tumble, i.e. be violently agitated, specifically, to crash (of thunder), figuratively, to irritate (with anger)";
H7482;רַעַם;raʻam;"a peal of thunder";
H7483;רַעְמָה;raʻmâh;"the mane of a horse (as quivering in the wind)";
H7484;רַעְמָה;Raʻmâh;"Ramah, the name of a grandson of Ham, and of a place (perhaps founded by him)";
H7485;רַעַמְיָה;Raʻamyâh;"Raamjah, an Israelite";
H7486;רַעְמְסֵס;Raʻmᵉçêç;"Rameses or Raamses, a place in Egypt";
H7487;רַעֲנַן;raʻănan;"green, i.e. (figuratively) prosperous";
H7488;רַעֲנָן;raʻănân;"verdant, by analogy, new, figuratively, prosperous";
H7489;רָעַע;râʻaʻ;"properly, to spoil (literally, by breaking to pieces), figuratively, to make (or be) good fornothing, i.e. bad (physically, socially or morally)";
H7490;רְעַע;rᵉʻaʻ;"{properly, to spoil (literally, by breaking to pieces), figuratively, to make (or be) good fornothing, i.e. bad (physically, socially or morally)}";
H7491;רָעַף;râʻaph;"to drip";
H7492;רָעַץ;râʻats;"to break in pieces, figuratively, harass";
H7493;רָעַשׁ;râʻash;"to undulate (as the earth, the sky, etc., also a field of grain), particularly through fear, specifically, to spring (as a locust)";
H7494;רַעַשׁ;raʻash;"vibration, bounding, uproar";
H7495;רָפָא;râphâʼ;"properly, to mend (by stitching), i.e. (figuratively) to cure";
H7496;רָפָא;râphâʼ;"properly, lax, i.e. (figuratively) a ghost (as dead, in plural only)";
H7497;רָפָא;râphâʼ;"a giant";
H7498;רָפָא;Râphâʼ;"Rapha or Raphah, the name of two Israelites";
H7499;רְפֻאָה;rᵉphuʼâh;"a medicament";
H7500;רִפְאוּת;riphʼûwth;"a cure";
H7501;רְפָאֵל;Rᵉphâʼêl;"Rephael, an Israelite";
H7502;רָפַד;râphad;"to spread (a bed), by implication, to refresh";
H7503;רָפָה;râphâh;"to slacken (in many applications, literal or figurative)";
H7504;רָפֶה;râpheh;"slack (in body or mind)";
H7505;רָפוּא;Râphûwʼ;"Raphu, an Israelite";
H7506;רֶפַח;Rephach;"Rephach, an Israelite";
H7507;רְפִידָה;rᵉphîydâh;"a railing (as spread along)";
H7508;רְפִידִים;Rᵉphîydîym;"Rephidim, a place in the Desert";
H7509;רְפָיָה;Rᵉphâyâh;"Rephajah, the name of five Israelites";
H7510;רִפְיוֹן;riphyôwn;"slackness";
H7511;רָפַס;râphaç;"to trample, i.e. prostrate";
H7512;רְפַס;rᵉphaç;"{to trample, i.e. prostrate}";
H7513;רַפְסֹדָה;raphçôdâh;"a raft (as flat on the water)";
H7514;רָפַק;râphaq;"to recline";
H7515;רָפַשׂ;râphas;"to trample, i.e. roil water";
H7516;רֶפֶשׁ;rephesh;"mud (as roiled)";
H7517;רֶפֶת;repheth;"a stall for cattle (from their resting there)";
H7518;רַץ;rats;"a fragment";
H7519;רָצָא;râtsâʼ;"to run, also to delight in";
H7520;רָצַד;râtsad;"probably to look askant, i.e. (figuratively) be jealous";
H7521;רָצָה;râtsâh;"to be pleased with, specifically, to satisfy adebt";
H7522;רָצוֹן;râtsôwn;"delight (especially as shown)";
H7523;רָצַח;râtsach;"properly, to dash in pieces, i.e. kill (a human being), especially to murder";
H7524;רֶצַח;retsach;"a crushing, specifically, a murder-cry";
H7525;רִצְיָא;Ritsyâʼ;"Ritsjah, an Israelite";
H7526;רְצִין;Rᵉtsîyn;"Retsin, the name of a Syrian and of an Israelite";
H7527;רָצַע;râtsaʻ;"to pierce";
H7528;רָצַף;râtsaph;"to tessellate, i.e. embroider (as if with bright stones)";
H7529;רֶצֶף;retseph;"a red-hot stone (for baking)";
H7530;רֶצֶף;Retseph;"Retseph, a place in Assyrian";
H7531;רִצְפָּה;ritspâh;"a hot stone, also a tessellated pavement";
H7532;רִצְפָּה;Ritspâh;"Ritspah, an Israelitess";
H7533;רָצַץ;râtsats;"to crack in pieces, literally or figuratively";
H7534;רַק;raq;"emaciated (as if flattened out)";
H7535;רַק;raq;"properly, leanness, i.e. (figuratively) limitation, only adverbial, merely, or conjunctional, although";
H7536;רֹק;rôq;"spittle";
H7537;רָקַב;râqab;"to decay (as by worm-eating)";
H7538;רָקָב;râqâb;"decay (by caries)";
H7539;רִקָּבוֹן;riqqâbôwn;"decay (by caries)";
H7540;רָקַד;râqad;"properly, to stamp, i.e. to spring about (wildly or for joy)";
H7541;רַקָּה;raqqâh;"properly, thinness, i.e. the side of the head";
H7542;רַקּוֹן;Raqqôwn;"Rakkon, a place in Palestine";
H7543;רָקַח;râqach;"to perfume";
H7544;רֶקַח;reqach;"properly, perfumery, i.e. (by implication) spicery (for flavor)";
H7545;רֹקַח;rôqach;"an aromatic";
H7546;רַקָּח;raqqâch;"a male perfumer";
H7547;רַקֻּחַ;raqquach;"a scented substance";
H7548;רַקָּחָה;raqqâchâh;"a female perfumer";
H7549;רָקִיעַ;râqîyaʻ;"properly, an expanse, i.e. the firmament or (apparently) visible arch of the sky";
H7550;רָקִיק;râqîyq;"a thin cake";
H7551;רָקַם;râqam;"to variegate color, i.e. embroider, by implication, to fabricate";
H7552;רֶקֶם;Reqem;"Rekem, the name of a place in Palestine, also of a Midianite and an Israelite";
H7553;רִקְמָה;riqmâh;"variegation of color, specifically, embroidery";
H7554;רָקַע;râqaʻ;"to pound the earth (as a sign of passion), by analogy to expand (by hammering), by implication, to overlay (with thin sheets of metal)";
H7555;רִקֻּעַ;riqquaʻ;"beaten out, i.e. a (metallic) plate";
H7556;רָקַק;râqaq;"to spit";
H7557;רַקַּת;Raqqath;"Rakkath, a place in Palestine";
H7558;רִשְׁיוֹן;rishyôwn;"a permit";
H7559;רָשַׁם;râsham;"to record";
H7560;רְשַׁם;rᵉsham;"{to record}";
H7561;רָשַׁע;râshaʻ;"to be (causatively, do or declare) wrong, by implication, to disturb, violate";
H7562;רֶשַׁע;reshaʻ;"a wrong (especially moral)";
H7563;רָשָׁע;râshâʻ;"morally wrong, concretely, an (actively) bad person";
H7564;רִשְׁעָה;rishʻâh;"wrong (especially moral)";
H7565;רֶשֶׁף;resheph;"a live coal, by analogy lightning, figuratively, an arrow, (as flashing through the air), specifically, fever";
H7566;רֶשֶׁף;Resheph;"Resheph, an Israelite";
H7567;רָשַׁשׁ;râshash;"to demolish";
H7568;רֶשֶׁת;resheth;"a net (as catching animals)";
H7569;רַתּוֹק;rattôwq;"a chain";
H7570;רָתַח;râthach;"to boil";
H7571;רֶתַח;rethach;"a boiling";
H7572;רַתִּיקָה;rattîyqâh;"a chain";
H7573;רָתַם;râtham;"to yoke up (to the pole of a vehicle)";
H7574;רֶתֶם;rethem;"the Spanish broom (from its pole-like stems)";
H7575;רִתְמָה;Rithmâh;"Rithmah, a place in the Desert";
H7576;רָתַק;râthaq;"to fasten";
H7577;רְתֻקָה;rᵉthuqâh;"something fastened, i.e. a chain";
H7578;רְתֵת;rᵉthêth;"terror";
H7579;שָׁאַב;shâʼab;"to bale up water";
H7580;שָׁאַג;shâʼag;"to rumble or moan";
H7581;שְׁאָגָה;shᵉʼâgâh;"a rumbling or moan";
H7582;שָׁאָה;shâʼâh;"to rush, by implication, to desolate";
H7583;שָׁאָה;shâʼâh;"to stun, i.e. (intransitively) be astonished";
H7584;שַׁאֲוָה;shaʼăvâh;"a tempest (as rushing)";
H7585;שְׁאוֹל;shᵉʼôwl;"Hades or the world of the dead (as if a subterranean retreat), including its accessories and inmates";
H7586;שָׁאוּל;Shâʼûwl;"Shaul, the name of an Edomite and two Israelites";
H7587;שָׁאוּלִי;Shâʼûwlîy;"a Shaulite or descendant of Shaul";
H7588;שָׁאוֹן;shâʼôwn;"uproar (as of rushing), by implication, destruction";
H7589;שְׁאָט;shᵉʼâṭ;"contempt";
H7590;שָׁאט;shâʼṭ;"one contemning";
H7591;שְׁאִיָּה;shᵉʼîyâh;"desolation";
H7592;שָׁאַל;shâʼal;"to inquire, by implication, to request, by extension, to demand";
H7593;שְׁאֵל;shᵉʼêl;"{to inquire, by implication, to request, by extension, to demand}";
H7594;שְׁאָל;Shᵉʼâl;"Sheal, an Israelite";
H7595;שְׁאֵלָא;shᵉʼêlâʼ;"properly, a question (at law), i.e. judicial decision or mandate";
H7596;שְׁאֵלָה;shᵉʼêlâh;"a petition, by implication, a loan";
H7597;שְׁאַלְתִּיאֵל;Shᵉʼaltîyʼêl;"Shealtiel, an Israelite";
H7598;שְׁאַלְתִּיאֵל;Shᵉʼaltîyʼêl;"{Shealtiel, an Israelite}";
H7599;שָׁאַן;shâʼan;"to loll, i.e. be peaceful";
H7600;שַׁאֲנָן;shaʼănân;"secure, in a bad sense, haughty";
H7601;שָׁאַס;shâʼaç;"to plunder";
H7602;שָׁאַף;shâʼaph;"to inhale eagerly, figuratively, to cover, by implication, to be angry, also to hasten";
H7603;שְׂאֹר;sᵉʼôr;"barm or yeast-cake (as swelling by fermentation)";
H7604;שָׁאַר;shâʼar;"properly, to swell up, i.e. be (causatively, make) redundant";
H7605;שְׁאָר;shᵉʼâr;"a remainder";
H7606;שְׁאָר;shᵉʼâr;"{a remainder}";
H7607;שְׁאֵר;shᵉʼêr;"flesh (as swelling out), as living or forfood, generally food of any kind, figuratively, kindred by blood";
H7608;שַׁאֲרָה;shaʼărâh;"female kindred by blood";
H7609;שֶׁאֱרָה;Sheʼĕrâh;"Sheerah, an Israelitess";
H7610;שְׁאָר יָשׁוּב;Shᵉʼâr Yâshûwb;"Shear-Jashub, the symbolic name of one of Isaiah's sons";
H7611;שְׁאֵרִית;shᵉʼêrîyth;"a remainder or residual (surviving, final) portion";
H7612;שֵׁאת;shêʼth;"devastation";
H7613;שְׂאֵת;sᵉʼêth;"an elevation or leprous scab, figuratively, elation or cheerfulness, exaltation in rank or character";
H7614;שְׁבָא;Shᵉbâʼ;"Sheba, the name of three early progenitors of tribes and of an Ethiopian district";
H7615;שְׁבָאִי;Shᵉbâʼîy;"a Shebaite or descendant of Sheba";
H7616;שָׁבָב;shâbâb;"a fragment, i.e. ruin";
H7617;שָׁבָה;shâbâh;"to transport into captivity";
H7618;שְׁבוּ;shᵉbûw;"a gem (from its sparkle), probably the agate";
H7619;שְׁבוּאֵל;Shᵉbûwʼêl;"Shebuel or Shubael, the name of two Israelites";
H7620;שָׁבוּעַ;shâbûwaʻ;"literally, sevened, i.e. a week (specifically, of years)";
H7621;שְׁבוּעָה;shᵉbûwʻâh;"properly, something sworn, i.e. an oath";
H7622;שְׁבוּת;shᵉbûwth;"exile, concretely, prisoners, figuratively, a former state of prosperity";
H7623;שָׁבַח;shâbach;"properly, to address in aloud tone, i.e. (specifically) loud, figuratively, to pacify (as if by words)";
H7624;שְׁבַח;shᵉbach;"to adulate, i.e. adore";
H7625;שְׁבַט;shᵉbaṭ;"a clan";
H7626;שֵׁבֶט;shêbeṭ;"a scion, i.e. (literally) a stick (for punishing, writing, fighting, ruling, walking, etc.) or (figuratively) a clan";
H7627;שְׁבָט;Shᵉbâṭ;"Shebat, a Jewish month";
H7628;שְׁבִי;shᵉbîy;"exiled, captured, as noun, exile (abstractly or concretely and collectively), by extension, booty";
H7629;שֹׁבִי;Shôbîy;"Shobi, an Ammonite";
H7630;שֹׁבַי;Shôbay;"Shobai, an Israelite";
H7631;שְׂבִיב;sᵉbîyb;"{flame (as split into tongues)}";
H7632;שָׁבִיב;shâbîyb;"flame (as split into tongues)";
H7633;שִׁבְיָה;shibyâh;"exile (abstractly or concretely and collectively)";
H7634;שׇׁבְיָה;Shobyâh;"Shobjah, an Israelite";
H7635;שָׁבִיל;shâbîyl;"a track or passage-way (as if flowing along)";
H7636;שָׁבִיס;shâbîyç;"a netting for the hair";
H7637;שְׁבִיעִי;shᵉbîyʻîy;"seventh";
H7638;שָׂבָךְ;sâbâk;"a netting (ornament to the capital of a column)";
H7639;שְׂבָכָה;sᵉbâkâh;"a net-work, i.e. (in hunting) a snare, (in architecture) a ballustrade, also a reticulated ornament to apillar";
H7640;שֹׁבֶל;shôbel;"a lady's train (as trailing after her)";
H7641;שִׁבֹּל;shibbôl;"a stream (as flowing), also an ear of grain (as growing out), by analogy, a branch";
H7642;שַׁבְלוּל;shablûwl;"a snail (as if floating in its own slime)";
H7643;שְׂבָם;Sᵉbâm;"Sebam or Sibmah, a place in Moab";
H7644;שֶׁבְנָא;Shebnâʼ;"Shebna or Shebnah, an Israelite";
H7645;שְׁבַנְיָה;Shᵉbanyâh;"Shebanjah, the name of three or four Israelites";
H7646;שָׂבַע;sâbaʻ;"to sate, i.e. fill to satisfaction (literally or figuratively)";
H7647;שָׂבָע;sâbâʻ;"copiousness";
H7648;שֹׂבַע;sôbaʻ;"satisfaction (of food or (figuratively) joy)";
H7649;שָׂבֵעַ;sâbêaʻ;"satiated (in a pleasant or disagreeable sense)";
H7650;שָׁבַע;shâbaʻ;"to seven oneself, i.e. swear (as if by repeating a declaration seven times)";
H7651;שֶׁבַע;shebaʻ;"seven (as the sacred full one), also (adverbially) seven times, by implication, a week, by extension, an indefinite number";
H7652;שֶׁבַע;shebaʻ;"Sheba, the name of a place in Palestine, and of two Israelites";
H7653;שִׂבְעָה;sibʻâh;"satiety";
H7654;שׇׂבְעָה;sobʻâh;"satiety";
H7655;שִׁבְעָה;shibʻâh;"{seven (as the sacred full one), also (adverbially) seven times, by implication, a week, by extension, an indefinite number}";
H7656;שִׁבְעָה;Shibʻâh;"Shebah, a well in Palestine";
H7657;שִׁבְעִים;shibʻîym;"seventy";
H7658;שִׁבְעָנָה;shibʻânâh;"seven";
H7659;שִׁבְעָתַיִם;shibʻâthayim;"seven-times";
H7660;שָׁבַץ;shâbats;"to interweave (colored) threads in squares, by implication (of reticulation) to inchase gems in gold";
H7661;שָׁבָץ;shâbâts;"entanglement, i.e. (figuratively) perplexity";
H7662;שְׁבַק;shᵉbaq;"to quit, i.e. allow to remain";
H7663;שָׂבַר;sâbar;"to scrutinize, by implication (of watching) to expect (with hope and patience)";
H7664;שֵׂבֶר;sêber;"expectation";
H7665;שָׁבַר;shâbar;"to burst (literally or figuratively)";
H7666;שָׁבַר;shâbar;"to deal in grain";
H7667;שֶׁבֶר;sheber;"a fracture, figuratively, ruin, specifically, a solution (of a dream)";
H7668;שֶׁבֶר;sheber;"grain (as if broken into kernels)";
H7669;שֶׁבֶר;Sheber;"Sheber, an Israelite";
H7670;שִׁבְרוֹן;shibrôwn;"rupture, i.e. a pang, figuratively, ruin";
H7671;שְׁבָרִים;Shᵉbârîym;"Shebarim, a place in Palestine";
H7672;שְׁבַשׁ;shᵉbash;"to entangle, i.e. perplex";
H7673;שָׁבַת;shâbath;"to repose, i.e. desist from exertion, used in many implied relations (causative, figurative or specific)";
H7674;שֶׁבֶת;shebeth;"rest, interruption, cessation";
H7675;שֶׁבֶת;shebeth;"properly, session, but used also concretely, an abode or locality";
H7676;שַׁבָּת;shabbâth;"intermission, i.e (specifically) the Sabbath";
H7677;שַׁבָּתוֹן;shabbâthôwn;"a sabbatism or special holiday";
H7678;שַׁבְּתַי;Shabbᵉthay;"Shabbethai, the name of three Israelites";
H7679;שָׂגָא;sâgâʼ;"to grow, i.e. (causatively) to enlarge, (figuratively) laud";
H7680;שְׂגָא;sᵉgâʼ;"to increase";
H7681;שָׁגֶא;Shâgeʼ;"Shage, an Israelite";
H7682;שָׂגַב;sâgab;"to be (causatively, make) lofty, especially inaccessible, by implication, safe, strong, used literally and figuratively";
H7683;שָׁגַג;shâgag;"to stray, i.e. (figuratively) sin (with more or less apology)";
H7684;שְׁגָגָה;shᵉgâgâh;"a mistake or inadvertent transgression";
H7685;שָׂגָה;sâgâh;"to enlarge (especially upward, also figuratively)";
H7686;שָׁגָה;shâgâh;"to stray (causatively, mislead), usually (figuratively) to mistake, especially (morally) to transgress, by extension (through the idea of intoxication) to reel, (figuratively) be enraptured";
H7687;שְׂגוּב;Sᵉgûwb;"Segub, the name of two Israelites";
H7688;שָׁגַח;shâgach;"to peep, i.e. glance sharply at";
H7689;שַׂגִּיא;saggîyʼ;"(superlatively) mighty";
H7690;שַׂגִּיא;saggîyʼ;"large (in size, quantity or number, also adverbial)";
H7691;שְׁגִיאָה;shᵉgîyʼâh;"a moral mistake";
H7692;שִׁגָּיוֹן;shiggâyôwn;"properly, aberration, i.e. (technically) a dithyramb or rambling poem";
H7693;שָׁגַל;shâgal;"to copulate with";
H7694;שֵׁגָל;shêgâl;"a queen (from cohabitation)";
H7695;שֵׁגָל;shêgâl;"a (legitimate) queen";
H7696;שָׁגַע;shâgaʻ;"to rave through insanity";
H7697;שִׁגָּעוֹן;shiggâʻôwn;"craziness";
H7698;שֶׁגֶר;sheger;"the fetus (as finally expelled)";
H7699;שַׁד;shad;"the breast of a woman or animal (as bulging)";
H7700;שֵׁד;shêd;"a doemon (as malignant)";
H7701;שֹׁד;shôd;"violence, ravage";
H7702;שָׂדַד;sâdad;"to abrade, i.e. harrow afield";
H7703;שָׁדַד;shâdad;"properly, to be burly, i.e. (figuratively) powerful (passively, impregnable), by implication, to ravage";
H7704;שָׂדֶה;sâdeh;"a field (as flat)";
H7705;שִׁדָּה;shiddâh;"a wife (as mistress of the house)";
H7706;שַׁדַּי;Shadday;"the Almighty";
H7707;שְׁדֵיאוּר;Shᵉdêyʼûwr;"Shedejur, an Israelite";
H7708;שִׂדִּים;Siddîym;"Siddim, a valley in Palestine";
H7709;שְׁדֵמָה;shᵉdêmâh;"a cultivated field";
H7710;שָׁדַף;shâdaph;"to scorch";
H7711;שְׁדֵפָה;shᵉdêphâh;"blight";
H7712;שְׁדַר;shᵉdar;"to endeavor";
H7713;שְׂדֵרָה;sᵉdêrâh;"a row, i.e. rank (of soldiers), story (of rooms)";
H7714;שַׁדְרַךְ;Shadrak;"Shadrak, the Babylonian name of one of Daniel's companions";
H7715;שַׁדְרַךְ;Shadrak;"{Shadrak, the Babylonian name of one of Daniel's companions}";
H7716;שֶׂה;seh;"a member of a flock, i.e. a sheep or goat";
H7717;שָׂהֵד;sâhêd;"a witness";
H7718;שֹׁהַם;shôham;"a gem, probably the beryl (from its pale green color)";
H7719;שֹׁהַם;Shôham;"Shoham, an Israelite";
H7720;שַׂהֲרֹן;sahărôn;"a round pendant for the neck";
H7721;שׂוֹא;sôwʼ;"a rising";
H7722;שׁוֹא;shôwʼ;"a tempest, by implication, devastation";
H7723;שָׁוְא;shâvᵉʼ;"evil (as destructive), literally (ruin) or morally (especially guile), figuratively idolatry (as false, subjective), uselessness (as deceptive, objective, also adverbially, in vain)";
H7724;שְׁוָא;Shᵉvâʼ;"Sheva, an Israelite";
H7725;שׁוּב;shûwb;"to turn back (hence, away) transitively or intransitively, literally or figuratively (not necessarily with the idea of return to the starting point), generally to retreat, often adverbial, again";
H7726;שׁוֹבָב;shôwbâb;"apostate, i.e. idolatrous";
H7727;שׁוֹבָב;Shôwbâb;"Shobab, the name of two Israelites";
H7728;שׁוֹבֵב;shôwbêb;"apostate, i.e. heathenish or (actually) heathen";
H7729;שׁוּבָה;shûwbâh;"a return";
H7730;שׂוֹבֶךְ;sôwbek;"a thicket, i.e. interlaced branches";
H7731;שׁוֹבָךְ;Shôwbâk;"Shobak, a Syrian";
H7732;שׁוֹבָל;Shôwbâl;"Shobal, the name of an Edomite and two Israelites";
H7733;שׁוֹבֵק;Shôwbêq;"Shobek, an Israelite";
H7734;שׂוּג;sûwg;"to retreat";
H7735;שׂוּג;sûwg;"to hedge in";
H7736;שׁוּד;shûwd;"properly, to swell up, i.e. figuratively (by implication of insolence) to devastate";
H7737;שָׁוָה;shâvâh;"properly, to level, i.e. equalize, figuratively, to resemble, by implication, to adjust (i.e. counterbalance, be suitable, compose, place, yield, etc.)";
H7738;שָׁוָה;shâvâh;"to destroy";
H7739;שְׁוָה;shᵉvâh;"to resemble";
H7740;שָׁוֵה;Shâvêh;"Shaveh, a place in Palestine";
H7741;שָׁוֵה קִרְיָתַיִם;Shâvêh Qiryâthayim;"Shaveh-Kirjathajim, a place East of the Jordan";
H7742;שׂוּחַ;sûwach;"to muse pensively";
H7743;שׁוּחַ;shûwach;"to sink, literally or figuratively";
H7744;שׁוּחַ;Shûwach;"Shuach, a son of Abraham";
H7745;שׁוּחָה;shûwchâh;"a chasm";
H7746;שׁוּחָה;Shûwchâh;"Shuchah, an Israelite";
H7747;שׁוּחִי;Shûwchîy;"a Shuchite or descendant of Shuach";
H7748;שׁוּחָם;Shûwchâm;"Shucham, an Israelite";
H7749;שׁוּחָמִי;Shûwchâmîy;"a Shuchamite (collectively)";
H7750;שׂוּט;sûwṭ;"to detrude, i.e. (intransitively and figuratively) become derelict (wrongly practise, namely, idolatry)";
H7751;שׁוּט;shûwṭ;"properly, to push forth, (but used only figuratively) to lash, i.e. (the sea with oars) to row, by implication, to travel";
H7752;שׁוֹט;shôwṭ;"a lash (literally or figuratively)";
H7753;שׂוּךְ;sûwk;"to entwine, i.e. shut in (for formation, protection or restraint)";
H7754;שׂוֹךְ;sôwk;"a branch (as interleaved)";
H7755;שׂוֹכֹה;Sôwkôh;"Sokoh or Soko, the name of two places in Palestine";
H7756;שׂוּכָתִי;Sûwkâthîy;"a Sukathite or descendant of an unknown Israelite named Sukah";
H7757;שׁוּל;shûwl;"a skirt, by implication, a bottom edge";
H7758;שׁוֹלָל;shôwlâl;"nude (especially bare-foot), by implication, captive";
H7759;שׁוּלַמִּית;Shûwlammîyth;"peaceful (with the article always prefixed, making it a pet name), the Shulammith, an epithet of Solomon's queen";
H7760;שׂוּם;sûwm;"to put (used in a great variety of applications, literal, figurative, inferentially, and elliptically)";
H7761;שׂוּם;sûwm;"{to put (used in a great variety of applications, literal, figurative, inferentially, and elliptically)}";
H7762;שׁוּם;shûwm;"garlic (from its rank odor)";
H7763;שׁוֹמֵר;Shôwmêr;"Shomer, the name of two Israelites";
H7764;שׁוּנִי;Shûwnîy;"Shuni, an Israelite";
H7765;שׁוּנִי;Shûwnîy;"a Shunite (collectively) or descendants of Shuni";
H7766;שׁוּנֵם;Shûwnêm;"Shunem, a place in Pal";
H7767;שׁוּנַמִּית;Shûwnammîyth;"a Shunammitess, or female inhabitant of Shunem";
H7768;שָׁוַע;shâvaʻ;"properly, to be free, but used only causatively and reflexively, to halloo (for help, i.e. freedom from some trouble)";
H7769;שׁוּעַ;shûwaʻ;"a halloo";
H7770;שׁוּעַ;Shûwaʻ;"Shua, a Canaanite";
H7771;שׁוֹעַ;shôwaʻ;"a noble, i.e. liberal, opulent, also (as noun in the derived sense) a halloo";
H7772;שׁוֹעַ;Shôwaʻ;"Shoa, an Oriental people";
H7773;שֶׁוַע;shevaʻ;"a halloo";
H7774;שׁוּעָא;Shûwʻâʼ;"Shua, an Israelitess";
H7775;שַׁוְעָה;shavʻâh;"a hallooing";
H7776;שׁוּעָל;shûwʻâl;"a jackal (as a burrower)";
H7777;שׁוּעָל;Shûwʻâl;"Shual, the name of an Israelite and of a place in Palestine";
H7778;שׁוֹעֵר;shôwʻêr;"a janitor";
H7779;שׁוּף;shûwph;"properly, to gape, i.e. snap at, figuratively, to overwhelm";
H7780;שׁוֹפָךְ;Shôwphâk;"Shophak, a Syrian";
H7781;שׁוּפָמִי;Shûwphâmîy;"a Shuphamite (collectively) or descendants of Shephupham";
H7782;שׁוֹפָר;shôwphâr;"a cornet (as giving a clear sound) or curved horn";
H7783;שׁוּק;shûwq;"to run after or over, i.e. overflow";
H7784;שׁוּק;shûwq;"a street (as run over)";
H7785;שׁוֹק;shôwq;"the (lower) leg (as a runner)";
H7786;שׂוּר;sûwr;"properly, to vanquish, by implication, to rule (causatively, crown)";
H7787;שׂוּר;sûwr;"to saw";
H7788;שׁוּר;shûwr;"properly, to turn, i.e. travel about (as a harlot or a merchant)";
H7789;שׁוּר;shûwr;"to spy out, i.e. (generally) survey, (for evil) lurk for, (for good) care for";
H7790;שׁוּר;shûwr;"a foe (as lying in wait)";
H7791;שׁוּר;shûwr;"a wall (as going about)";
