Verse Reference,Bible Gateway Link (Chapter),bbe,web,ylt
Romans 1:16,Romans1:16,"For I have no feeling of shame about the good news, because it is the power of God giving salvation to everyone who has faith, to the Jew first, and then to the Greek.","For I am not ashamed of the Good News of Christ, because it is the power of God for salvation for everyone who believes; for the Jew first, and also for the Greek.","for I am not ashamed of the good news of the Christ, for it is the power of God to salvation to every one who is believing, both to Jew first, and to Greek."
Romans 5:1-11,Romans5:1-11,"For which reason, because we have righteousness through faith, let us be at peace with God through our Lord Jesus Christ;Through whom, in the same way, we have been able by faith to come to this grace in which we now are; and let us have joy in hope of the glory of God.And not only so, but let us have joy in our troubles: in the knowledge that trouble gives us the power of waiting;And waiting gives experience; and experience, hope:And hope does not put to shame; because our hearts are full of the love of God through the Holy Spirit which is given to us.For when we were still without strength, at the right time Christ gave his life for evil-doers.Now it is hard for anyone to give his life even for an upright man, though it might be that for a good man someone would give his life.But God has made clear his love to us, in that, when we were still sinners, Christ gave his life for us.Much more, if we now have righteousness by his blood, will salvation from the wrath of God come to us through him.For if, when we were haters of God, the death of his Son made us at peace with him, much more, now that we are his friends, will we have salvation through his life;And not only so, but we have joy in God through our Lord Jesus Christ, through whom we are now at peace with God.","Being therefore justified by faith, we have peace with God through our Lord Jesus Christ;
through whom we also have our access by faith into this grace in which we stand. We rejoice in hope of the glory of God.
Not only this, but we also rejoice in our sufferings, knowing that suffering produces perseverance;
and perseverance, proven character; and proven character, hope:
and hope doesn’t disappoint us, because God’s love has been poured out into our hearts through the Holy Spirit who was given to us.
For while we were yet weak, at the right time Christ died for the ungodly.
For one will hardly die for a righteous man. Yet perhaps for a righteous person someone would even dare to die.
But God commends his own love toward us, in that while we were yet sinners, Christ died for us.
Much more then, being now justified by his blood, we will be saved from God’s wrath through him.
For if, while we were enemies, we were reconciled to God through the death of his Son, much more, being reconciled, we will be saved by his life.
Not only so, but we also rejoice in God through our Lord Jesus Christ, through whom we have now received the reconciliation.","Having been declared righteous, then, by faith, we have peace toward God through our Lord Jesus Christ,through whom also we have the access by the faith into this grace in which we have stood, and we boast on the hope of the glory of God.And not only so, but we also boast in the tribulations, knowing that the tribulation does work endurance;and the endurance, experience; and the experience, hope;and the hope does not make ashamed, because the love of God has been poured forth in our hearts through the Holy Spirit that has been given to us.For in our being still ailing, Christ in due time did die for the impious;for scarcely for a righteous man will any one die, for the good man perhaps some one also does dare to die;and God does commend His own love to us, that, in our being still sinners, Christ did die for us;much more, then, having been declared righteous now in his blood, we shall be saved through him from the wrath;for if, being enemies, we have been reconciled to God through the death of His Son, much more, having been reconciled, we shall be saved in his life.And not only so, but we are also boasting in God, through our Lord Jesus Christ, through whom now we did receive the reconciliation;"
Romans 6:17-23,Romans6:17-23,"But praise be to God that though you were the servants of sin, you have now given yourselves freely to that form of teaching under which you were placed;And being made free from sin you have been made the servants of righteousness.I am using words in the way of men, because your flesh is feeble: as you gave your bodies as servants to what is unclean, and to evil to do evil, so now give them as servants to righteousness to do what is holy.When you were servants of sin you were free from righteousness.What fruit had you at that time in the things which are now a shame to you? for the end of such things is death.But now, being free from sin, and having been made servants to God, you have your fruit in that which is holy, and the end is eternal life.For the reward of sin is death; but what God freely gives is eternal life in Jesus Christ our Lord.","But thanks be to God, that, whereas you were bondservants of sin, you became obedient from the heart to that form of teaching to which you were delivered.
Being made free from sin, you became bondservants of righteousness.
I speak in human terms because of the weakness of your flesh, for as you presented your members as servants to uncleanness and to wickedness upon wickedness, even so now present your members as servants to righteousness for sanctification.
For when you were servants of sin, you were free in regard to righteousness.
What fruit then did you have at that time in the things of which you are now ashamed? For the end of those things is death.
But now, being made free from sin, and having become servants of God, you have your fruit of sanctification, and the result of eternal life.
For the wages of sin is death, but the free gift of God is eternal life in Christ Jesus our Lord.","and thanks to God, that you were servants of the sin, and -- were obedient from the heart to the form of teaching to which you were delivered up;and having been freed from the sin, you became servants to the righteousness.In the manner of men I speak, because of the weakness of your flesh, for even as you did present your members servants to the uncleanness and to the lawlessness -- to the lawlessness, so now present your members servants to the righteousness -- to sanctification,for when you were servants of the sin, you were free from the righteousness,what fruit, therefore, were you having then, in the things of which you are now ashamed? for the end of those is death.And now, having been freed from the sin, and having become servants to God, you have your fruit -- to sanctification, and the end life age-during;for the wages of the sin is death, and the gift of God is life age-during in Christ Jesus our Lord."
Romans 8:1-4,Romans8:1-4,"For this cause those who are in Christ Jesus will not be judged as sinners.For the law of the Spirit of life in Christ Jesus has made me free from the law of sin and death.For what the law was not able to do because it was feeble through the flesh, God, sending his Son in the image of the evil flesh, and as an offering for sin, gave his decision against sin in the flesh:So that what was ordered by the law might be done in us, who are living, not in the way of the flesh, but in the way of the Spirit.","There is therefore now no condemnation to those who are in Christ Jesus, who don’t walk according to the flesh, but according to the Spirit.
For the law of the Spirit of life in Christ Jesus made me free from the law of sin and of death.
For what the law couldn’t do, in that it was weak through the flesh, God did, sending his own Son in the likeness of sinful flesh and for sin, he condemned sin in the flesh;
that the ordinance of the law might be fulfilled in us, who walk not after the flesh, but after the Spirit.","There is, then, now no condemnation to those in Christ Jesus, who walk not according to the flesh, but according to the Spirit;for the law of the Spirit of the life in Christ Jesus did set me free from the law of the sin and of the death;for what the law was not able to do, in that it was weak through the flesh, God, His own Son having sent in the likeness of sinful flesh, and for sin, did condemn the sin in the flesh,that the righteousness of the law may be fulfilled in us, who do not walk according to the flesh, but according to the Spirit."
Romans 10:9-13,Romans10:9-13,"Because, if you say with your mouth that Jesus is Lord, and have faith in your heart that God has made him come back from the dead, you will have salvation:For with the heart man has faith to get righteousness, and with the mouth he says that Jesus is Lord to get salvation.Because it is said in the holy Writings, Whoever has faith in him will not be shamed.And the Jew is not different from the Greek: for there is the same Lord of all, who is good to all who have hope in his name:Because, Whoever will give worship to the name of the Lord will get salvation.","that if you will confess with your mouth that Jesus is Lord, and believe in your heart that God raised him from the dead, you will be saved.
For with the heart, one believes unto righteousness; and with the mouth confession is made unto salvation.
For the Scripture says, “Whoever believes in him will not be disappointed.”
For there is no distinction between Jew and Greek; for the same Lord is Lord of all, and is rich to all who call on him.
For, “Whoever will call on the name of the Lord will be saved.”","that if you may confess with your mouth the Lord Jesus, and may believe in your heart that God did raise him out of the dead, you shall be saved,for with the heart does one believe to righteousness, and with the mouth is confession made to salvation;for the Writing says, 'Every one who is believing on him shall not be ashamed,'for there is no difference between Jew and Greek, for the same Lord of all is rich to all those calling upon Him,for every one -- whoever shall call upon the name of the Lord, he shall be saved.'"
1 Corinthians 1:18,1Corinthians1:18,For the word of the cross seems foolish to those who are on the way to destruction; but to us who are on the way to salvation it is the power of God.,"For the word of the cross is foolishness to those who are dying, but to us who are saved it is the power of God.","for the word of the cross to those indeed perishing is foolishness, and to us -- those being saved -- it is the power of God,"
1 Corinthians 1:30,1Corinthians1:30,"But God has given you a place in Christ Jesus, through whom God has given us wisdom and righteousness and salvation, and made us holy:","Because of him, you are in Christ Jesus, who was made to us wisdom from God, and righteousness and sanctification, and redemption:","and of Him you -- you are in Christ Jesus, who became to us from God wisdom, righteousness also, and sanctification, and redemption,"
2 Corinthians 1:10,2Corinthians1:10,Who gave us salvation from so great a death: on whom we have put our hope that he will still go on to give us salvation;,"who delivered us out of so great a death, and does deliver; on whom we have set our hope that he will also still deliver us;","who out of so great a death did deliver us, and does deliver, in whom we have hoped that even yet He will deliver;"
Galatians 1:4,Galatians1:4,"Who gave himself for our sins, so that he might make us free from this present evil world, after the purpose of our God and Father:","who gave himself for our sins, that he might deliver us out of this present evil age, according to the will of our God and Father—","who did give himself for our sins, that he might deliver us out of the present evil age, according to the will of God even our Father,"
Galatians 2:20,Galatians2:20,"I have been put to death on the cross with Christ; still I am living; no longer I, but Christ is living in me; and that life which I now am living in the flesh I am living by faith, the faith of the Son of God, who in love for me, gave himself up for me.","I have been crucified with Christ, and it is no longer I that live, but Christ lives in me. That life which I now live in the flesh, I live by faith in the Son of God, who loved me, and gave himself up for me.","with Christ I have been crucified, and live no more do I, and Christ does live in me; and that which I now live in the flesh -- in the faith I live of the Son of God, who did love me and did give himself for me;"
Ephesians 1:7,Ephesians1:7,"In whom we have salvation through his blood, the forgiveness of our sins, through the wealth of his grace,","in whom we have our redemption through his blood, the forgiveness of our trespasses, according to the riches of his grace,","in whom we have the redemption liberation through his blood, the remission pardoning of the trespasses, according to the riches of His grace,"
Ephesians 2:4-9,Ephesians2:4-9,"But God, being full of mercy, through the great love which he had for us,Even when we were dead through our sins, gave us life together with Christ (by grace you have salvation),So that we came back from death with him, and are seated with him in the heavens, in Christ Jesus;That in the time to come he might make clear the full wealth of his grace in his mercy to us in Christ Jesus:Because by grace you have salvation through faith; and that not of yourselves: it is given by God:Not by works, so that no man may take glory to himself.","But God, being rich in mercy, for his great love with which he loved us,
even when we were dead through our trespasses, made us alive together with Christ (by grace you have been saved),
and raised us up with him, and made us to sit with him in the heavenly places in Christ Jesus,
that in the ages to come he might show the exceeding riches of his grace in kindness toward us in Christ Jesus;
for by grace you have been saved through faith, and that not of yourselves; it is the gift of God,
not of works, that no one would boast.","and God, being rich in kindness, because of His great love with which He loved us,even being dead in the trespasses, made us to live together with the Christ, (by grace you are having been saved,)and raised us up together, and did seat us together in the heavenly places in Christ Jesus,that He might show, in the ages that are coming, the exceeding superb riches of His grace in kindness goodness toward us in Christ Jesus,for by grace you are having been saved, through faith, and this not of you -- of God the gift,not of works, that no one may boast;"
Philippians 3:20-21,Philippians3:20-21,"For our country is in heaven; from where the Saviour for whom we are waiting will come, even the Lord Jesus Christ:By whom this poor body of ours will be changed into the image of the body of his glory, in the measure of the working by which he is able to put all things under himself.","For our citizenship is in heaven, from where we also wait for a Savior, the Lord Jesus Christ;
who will change the body of our humiliation to be conformed to the body of his glory, according to the working by which he is able even to subject all things to himself.","For our citizenship is in the heavens, whence also a Saviour we await -- the Lord Jesus Christ --who shall transform the body of our humiliation to its becoming conformed to the body of his glory, according to the working of his power, even to subject to himself the all things."
Colossians 1:13-14,Colossians1:13-14,"Who has made us free from the power of evil and given us a place in the kingdom of the Son of his love;In whom we have our salvation, the forgiveness of sins:","who delivered us out of the power of darkness, and translated us into the Kingdom of the Son of his love;
in whom we have our redemption, the forgiveness of our sins;","who did rescue us out of the authority of the darkness, and did translate us into the reign of the Son of His love,in whom we have the redemption through his blood, the forgiveness of the sins,"
1 Thessalonians 1:9-10,1Thessalonians 1:9-10,"For they themselves give the news of how we came among you; and how you were turned from images to God, to the worship of a true and living God,Waiting for his Son from heaven, who came back from the dead, even Jesus, our Saviour from the wrath to come.","For they themselves report concerning us what kind of a reception we had from you; and how you turned to God from idols, to serve a living and true God,
and to wait for his Son from heaven, whom he raised from the dead—Jesus, who delivers us from the wrath to come.","for they themselves concerning us do declare what entrance we had unto you, and how you did turn unto God from the idols, to serve a living and true God,and to wait for His Son from the heavens, whom He did raise out of the dead -- Jesus, who is rescuing us from the anger that is coming."
1 Timothy 1:15,1Timothy1:15,"It is a true saying, in which all may put their faith, that Christ Jesus came into the world to give salvation to sinners, of whom I am the chief:","The saying is faithful and worthy of all acceptance, that Christ Jesus came into the world to save sinners; of whom I am chief.","stedfast is the word, and of all acceptation worthy, that Christ Jesus came to the world to save sinners -- first of whom I am;"
1 Timothy 2:3-6,1Timothy 2:3-6,"This is good and pleasing in the eyes of God our Saviour;Whose desire is that all men may have salvation and come to the knowledge of what is true.For there is one God and one peacemaker between God and men, the man Christ Jesus,Who gave himself as an offering for all; witness of which was to be given at the right time;","For this is good and acceptable in the sight of God our Savior;
who desires all people to be saved and come to full knowledge of the truth.
For there is one God, and one mediator between God and men, the man Christ Jesus,
who gave himself as a ransom for all; the testimony in its own times;","for this is right and acceptable before God our Saviour,who does will all men to be saved, and to come to the full knowledge of the truth;for one is God, one also is mediator of God and of men, the man Christ Jesus,who did give himself a ransom for all -- the testimony in its own times --"
2 Timothy 1:9-10,2Timothy 1:9-10,"Who gave us salvation, marking us out for his purpose, not on account of our works, but in the measure of his purpose and his grace, which was given to us in Christ Jesus before times eternal,But has now been made clear by the revelation of our Saviour Christ Jesus, who put an end to death and made life unending come to light through the good news,","who saved us and called us with a holy calling, not according to our works, but according to his own purpose and grace, which was given to us in Christ Jesus before times eternal,
but has now been revealed by the appearing of our Savior, Christ Jesus, who abolished death, and brought life and immortality to light through the Good News.","who did save us, and did call with an holy calling, not according to our works, but according to His own purpose and grace, that was given to us in Christ Jesus, before the times of the ages,and was made manifest now through the manifestation of our Saviour Jesus Christ, who indeed did abolish death, and did enlighten life and immortality through the good news,"
Titus 2:11-14,Titus2:11-14,"For the grace of God has come, giving salvation to all men,Training us so that, turning away from evil and the desires of this world, we may be living wisely and uprightly in the knowledge of God in this present life;Looking for the glad hope, the revelation of the glory of our great God and Saviour Jesus Christ;Who gave himself for us, so that he might make us free from all wrongdoing, and make for himself a people clean in heart and on fire with good works.","For the grace of God has appeared, bringing salvation to all men,
instructing us to the intent that, denying ungodliness and worldly lusts, we would live soberly, righteously, and godly in this present age;
looking for the blessed hope and appearing of the glory of our great God and Savior, Jesus Christ;
who gave himself for us, that he might redeem us from all iniquity, and purify for himself a people for his own possession, zealous for good works.","For the saving grace of God was manifested to all men,teaching us, that denying the impiety and the worldly desires, soberly and righteously and piously we may live in the present age,waiting for the blessed hope and manifestation of the glory of our great God and Saviour Jesus Christ,who did give himself for us, that he might ransom us from all lawlessness, and might purify to himself a peculiar people, zealous of good works;"
Titus 3:4-7,Titus3:4-7,"But when the mercy of God our Saviour, and his love to man was seen,Not by works of righteousness which we did ourselves, but in the measure of his mercy, he gave us salvation, through the washing of the new birth and the giving of new life in the Holy Spirit,Which he gave us freely through Jesus Christ our Saviour;So that, having been given righteousness through grace, we might have a part in the heritage, the hope of eternal life.","But when the kindness of God our Savior and his love toward mankind appeared,
not by works of righteousness which we did ourselves, but according to his mercy, he saved us through the washing of regeneration and renewing by the Holy Spirit,
whom he poured out on us richly, through Jesus Christ our Savior;
that being justified by his grace, we might be made heirs according to the hope of eternal life.","and when the kindness and the love to men of God our Saviour did appear(not by works that are in righteousness that we did but according to His kindness,) He did save us, through a bathing of regeneration, and a renewing of the Holy Spirit,which He poured upon us richly, through Jesus Christ our Saviour,that having been declared righteous by His grace, heirs we may become according to the hope of life age-during."
Hebrews 2:14-18,Hebrews2:14-18,"And because the children are flesh and blood, he took a body himself and became like them; so that by his death he might put an end to him who had the power of death, that is to say, the Evil One;And let those who all their lives were in chains because of their fear of death, go free.For, truly, he does not take on the life of angels, but that of the seed of Abraham.Because of this it was necessary for him to be made like his brothers in every way, so that he might be a high priest full of mercy and keeping faith in everything to do with God, making offerings for the sins of the people.For having been put to the test himself, he is able to give help to others when they are tested.","Since then the children have shared in flesh and blood, he also himself in the same way partook of the same, that through death he might bring to nothing him who had the power of death, that is, the devil,
and might deliver all of them who through fear of death were all their lifetime subject to bondage.
For most certainly, he doesn’t give help to angels, but he gives help to the offspring of Abraham.
Therefore he was obligated in all things to be made like his brothers, that he might become a merciful and faithful high priest in things pertaining to God, to make atonement for the sins of the people.
For in that he himself has suffered being tempted, he is able to help those who are tempted.","Seeing, then, the children have partaken of flesh and blood, he himself also in like manner did take part of the same, that through death he might destroy him having the power of death -- that is, the devil --and might deliver those, whoever, with fear of death, throughout all their life, were subjects of bondage,for, doubtless, of messengers it does not lay hold, but of seed of Abraham it lays hold,therefore it did behoove him in all things to be made like to the brethren, that he might become a kind and stedfast chief-priest in the things with God, to make propitiation for the sins of the people,for in that he suffered, himself being tempted, he is able to help those who are tempted."
Hebrews 5:9,Hebrews5:9,"And when he had been made complete, he became the giver of eternal salvation to all those who are under his orders;","Having been made perfect, he became to all of those who obey him the author of eternal salvation,","and having been made perfect, he did become to all those obeying him a cause of salvation age-during,"
Hebrews 7:25,Hebrews7:25,"So that he is fully able to be the saviour of all who come to God through him, because he is ever living to make prayer to God for them.","Therefore he is also able to save to the uttermost those who draw near to God through him, seeing that he lives forever to make intercession for them.","whence also he is able to save to the very end, those coming through him unto God -- ever living to make intercession for them."
Hebrews 9:12,Hebrews9:12,"And has gone once and for ever into the holy place, having got eternal salvation, not through the blood of goats and young oxen, but through his blood.","nor yet through the blood of goats and calves, but through his own blood, entered in once for all into the Holy Place, having obtained eternal redemption.","neither through blood of goats and calves, but through his own blood, did enter in once into the holy places, age-during redemption having obtained;"
James 1:18,James1:18,"Of his purpose he gave us being, by his true word, so that we might be, in a sense, the first-fruits of all the things which he had made.","Of his own will he gave birth to us by the word of truth, that we should be a kind of first fruits of his creatures.","having counselled, He did beget us with a word of truth, for our being a certain first-fruit of His creatures."
James 1:21,James1:21,"For this reason, putting away all dirty behaviour and the overweight of evil, take into your souls without pride the word which, being planted there, is able to give you salvation.","Therefore, putting away all filthiness and overflowing of wickedness, receive with humility the implanted word, which is able to save your souls.","wherefore having put aside all filthiness and superabundance of evil, in meekness be receiving the engrafted word, that is able to save your souls;"
1 Peter 1:3-5,1Peter 1:3-5,"Praise be to the God and Father of our Lord Jesus Christ, who through his great mercy has given us a new birth and a living hope by the coming again of Jesus Christ from the dead,And a heritage fair, holy and for ever new, waiting in heaven for you,Who, by the power of God are kept, through faith, for that salvation, which will be seen at the last day.","Blessed be the God and Father of our Lord Jesus Christ, who according to his great mercy caused us to be born again to a living hope through the resurrection of Jesus Christ from the dead,
to an incorruptible and undefiled inheritance that doesn’t fade away, reserved in Heaven for you,
who by the power of God are guarded through faith for a salvation ready to be revealed in the last time.","Blessed is the God and Father of our Lord Jesus Christ, who, according to the abundance of His kindness did beget us again to a living hope, through the rising again of Jesus Christ out of the dead,to an inheritance incorruptible, and undefiled, and unfading, reserved in the heavens for you,who, in the power of God are being guarded, through faith, unto salvation, ready to be revealed in the last time,"
1 Peter 1:9,1Peter1:9,"For so you have the true end of your faith, even the salvation of your souls.","receiving the result of your faith, the salvation of your souls.",receiving the end of your faith -- salvation of souls;
1 Peter 2:24-25,1Peter 2:24-25,"He took our sins on himself, giving his body to be nailed on the tree, so that we, being dead to sin, might have a new life in righteousness, and by his wounds we have been made well.Because, like sheep, you had gone out of the way; but now you have come back to him who keeps watch over your souls.","He himself bore our sins in his body on the tree, that we, having died to sins, might live to righteousness; by whose stripes you were healed.
For you were going astray like sheep; but now have returned to the Shepherd and Overseer of your souls.","who our sins himself did bear in his body, upon the tree, that to the sins having died, to the righteousness we may live; by whose stripes you were healed,for you were as sheep going astray, but you turned back now to the shepherd and overseer of your souls."
1 John 4:14,1John4:14,And we have seen and give witness that the Father sent the Son to be the Saviour of the world.,We have seen and testify that the Father has sent the Son as the Savior of the world.,"And we -- we have seen and do testify, that the Father has sent the Son -- Savior of the world;"
Jude 1:24-25,Jude1:24-25,"Now to him who is able to keep you from falling, and to give you a place in his glory, free from all evil, with great joy,To the only God our Saviour, through Jesus Christ our Lord, let us give glory and honour and authority and power, before all time and now and for ever. So be it.","Now to him who is able to keep them from stumbling, and to present you faultless before the presence of his glory in great joy,
to God our Savior, who alone is wise, be glory and majesty, dominion and power, both now and forever. Amen.","And to Him who is able to guard you not stumbling, and to set you in the presence of His glory unblemished, in gladness,to the only wise God our Saviour, is glory and greatness, power and authority, both now and to all the ages! Amen."
Revelation 1:5-6,Revelation1:5-6,"And from Jesus Christ, the true witness, the first to come back from the dead, and the ruler of the kings of the earth. To him who had love for us and has made us clean from our sins by his blood;And has made us to be a kingdom and priests to his God and Father; to him let glory and power be given for ever and ever. So be it.","and from Jesus Christ, the faithful witness, the firstborn of the dead, and the ruler of the kings of the earth. To him who loves us, and washed us from our sins by his blood;
and he made us to be a Kingdom, priests to his God and Father; to him be the glory and the dominion forever and ever. Amen.","and from Jesus Christ, the faithful witness, the first-born out of the dead, and the ruler of the kings of the earth; to him who did love us, and did bathe us from our sins in his blood,and did make us kings and priests to his God and Father, to him is the glory and the power to the ages of the ages! Amen."
Revelation 5:9-10,Revelation5:9-10,"And their voices are sounding in a new song, saying, It is right for you to take the book and to make it open: for you were put to death and have made an offering to God of your blood for men of every tribe, and language, and people, and nation,And have made them a kingdom and priests to our God, and they are ruling on the earth.","They sang a new song, saying,
“You are worthy to take the book,
and to open its seals:
for you were killed,
and bought us for God with your blood,
out of every tribe, language, people, and nation,
and made us kings and priests to our God,
and we will reign on the earth.”","and they sing a new song, saying, 'Worthy are you to take the scroll, and to open the seals of it, because you were slain, and did redeem us to God in your blood, out of every tribe, and tongue, and people, and nation,and did make us to our God kings and priests, and we shall reign upon the earth.'"
Revelation 7:10,Revelation7:10,"Saying with a loud voice, Salvation to our God who is seated on the high seat, and to the Lamb.","They cried with a loud voice, saying, “Salvation be to our God, who sits on the throne, and to the Lamb!”","and crying with a great voice, saying, 'The salvation is to Him who is sitting upon the throne -- to our God, and to the Lamb!'"
Revelation 12:10,Revelation12:10,"And a great voice in heaven came to my ears, saying, Now is come the salvation, and the power, and the kingdom of our God, and the authority of his Christ: because he who says evil against our brothers before our God day and night is forced down.","I heard a loud voice in heaven, saying, “Now the salvation, the power, and the Kingdom of our God, and the authority of his Christ has come; for the accuser of our brothers has been thrown down, who accuses them before our God day and night.","And I heard a great voice saying in the heaven, 'Now did come the salvation, and the power, and the reign, of our God, and the authority of His Christ, because cast down was the accuser of our brethren, who is accusing them before our God day and night;"
Revelation 19:1,Revelation19:1,"After these things there came to my ears a sound like the voice of a great band of people in heaven, saying, Praise to the Lord; salvation and glory and power be to our God:","After these things I heard something like a loud voice of a great multitude in heaven, saying, “Hallelujah! Salvation, power, and glory belong to our God:","And after these things I heard a great voice of a great multitude in the heaven, saying, 'Alleluia! the salvation, and the glory, and the honour, and the power, is to the Lord our God;"
